date,open,close,high,low,volume,volume.1
2025-01-02,4.41,4.36,4.51,4.32,77085.0,77085.0
2025-01-03,4.38,4.2,4.4,4.17,95582.0,95582.0
2025-01-06,4.18,4.22,4.24,4.09,70178.0,70178.0
2025-01-07,4.22,4.3,4.3,4.22,56256.0,56256.0
2025-01-08,4.3,4.35,4.35,4.22,65310.0,65310.0
2025-01-09,4.34,4.27,4.34,4.25,53952.0,53952.0
2025-01-10,4.26,4.21,4.3,4.21,52574.0,52574.0
2025-01-13,4.18,4.2,4.22,4.13,41859.0,41859.0
2025-01-14,4.22,4.34,4.34,4.21,51161.0,51161.0
2025-01-15,4.34,4.37,4.39,4.28,43491.0,43491.0
2025-01-16,4.35,4.38,4.45,4.35,57301.0,57301.0
2025-01-17,4.38,4.41,4.49,4.32,76023.0,76023.0
2025-01-20,4.41,4.44,4.47,4.36,58658.0,58658.0
2025-01-21,4.44,4.42,4.48,4.36,70281.0,70281.0
2025-01-22,4.42,4.37,4.42,4.35,46524.0,46524.0
2025-01-23,4.41,4.35,4.48,4.35,56552.0,56552.0
2025-01-24,4.36,4.26,4.37,4.2,101635.0,101635.0
2025-01-27,4.25,4.28,4.36,4.25,57726.0,57726.0
2025-02-05,4.28,4.32,4.36,4.28,40645.0,40645.0
2025-02-06,4.3,4.39,4.4,4.28,68639.0,68639.0
2025-02-07,4.38,4.42,4.47,4.37,75532.0,75532.0
2025-02-10,4.43,4.46,4.47,4.42,66158.0,66158.0
2025-02-11,4.47,4.42,4.5,4.39,71032.0,71032.0
2025-02-12,4.43,4.46,4.46,4.36,56865.0,56865.0
2025-02-13,4.43,4.37,4.47,4.36,71721.0,71721.0
2025-02-14,4.37,4.31,4.39,4.27,91465.0,91465.0
2025-02-17,4.33,4.42,4.44,4.32,99066.0,99066.0
2025-02-18,4.47,4.35,4.48,4.32,87014.0,87014.0
2025-02-19,4.35,4.37,4.39,4.33,80510.0,80510.0
2025-02-20,4.36,4.36,4.38,4.32,74433.0,74433.0
2025-02-21,4.38,4.42,4.49,4.34,125155.0,125155.0
2025-02-24,4.45,4.48,4.52,4.43,153748.0,153748.0
2025-02-25,4.42,4.57,4.59,4.41,160543.0,160543.0
2025-02-26,4.6,4.61,4.7,4.56,146913.0,146913.0
2025-02-27,4.61,4.57,4.63,4.49,120899.0,120899.0
2025-02-28,4.56,4.43,4.56,4.43,93913.0,93913.0
2025-03-03,4.46,4.48,4.52,4.42,89128.0,89128.0
2025-03-04,4.46,4.52,4.54,4.45,68656.0,68656.0
2025-03-05,4.51,4.47,4.52,4.39,89431.0,89431.0
2025-03-06,4.47,4.57,4.62,4.44,110339.0,110339.0
2025-03-07,4.61,4.55,4.62,4.54,78136.0,78136.0
2025-03-10,4.58,4.65,4.8,4.52,144583.0,144583.0
2025-03-11,4.58,4.64,4.64,4.55,104793.0,104793.0
2025-03-12,4.64,4.72,4.79,4.63,137570.0,137570.0
2025-03-13,4.72,4.69,4.75,4.61,98371.0,98371.0
2025-03-14,4.72,4.74,4.75,4.63,109898.0,109898.0
2025-03-17,4.75,4.71,4.77,4.7,73715.0,73715.0
2025-03-18,4.72,4.73,4.75,4.7,82148.0,82148.0
2025-03-19,4.72,4.76,4.83,4.68,118608.0,118608.0
2025-03-20,4.74,4.77,4.81,4.71,77743.0,77743.0
2025-03-21,4.73,4.8,4.9,4.72,157296.0,157296.0
2025-03-24,4.85,4.65,4.86,4.56,145559.0,145559.0
2025-03-25,4.62,4.7,4.72,4.61,107724.0,107724.0
2025-03-26,4.7,4.86,4.88,4.67,143422.0,143422.0
2025-03-27,4.84,4.78,4.87,4.75,106540.0,106540.0
2025-03-28,4.78,4.69,4.78,4.65,99477.0,99477.0
2025-03-31,4.68,4.55,4.69,4.49,128200.0,128200.0
2025-04-01,4.58,4.69,4.77,4.56,150501.0,150501.0
2025-04-02,4.65,4.64,4.72,4.62,72160.0,72160.0
2025-04-03,4.58,4.64,4.7,4.58,76293.0,76293.0
2025-04-07,4.4,4.18,4.51,4.18,129179.0,129179.0
2025-04-08,4.19,4.04,4.23,3.94,191236.0,191236.0
2025-04-09,3.96,4.1,4.13,3.77,171183.0,171183.0
2025-04-10,4.14,4.2,4.28,4.11,117408.0,117408.0
2025-04-11,4.21,4.2,4.32,4.18,104677.0,104677.0
2025-04-14,4.25,4.25,4.34,4.23,93487.0,93487.0
2025-04-15,4.28,4.32,4.34,4.24,108583.0,108583.0
2025-04-16,4.3,4.23,4.32,4.13,105067.0,105067.0
2025-04-17,4.2,4.26,4.28,4.18,70193.0,70193.0
2025-04-18,4.24,4.23,4.29,4.18,55460.0,55460.0
2025-04-21,4.23,4.27,4.28,4.18,69758.0,69758.0
2025-04-22,4.25,4.32,4.34,4.25,84917.0,84917.0
2025-04-23,4.33,4.33,4.37,4.31,59393.0,59393.0
