date,open,close,high,low,volume,volume.1
2025-01-02,48.12,49.55,52.45,46.74,190011.0,190011.0
2025-01-03,49.55,43.86,49.88,43.6,184224.0,184224.0
2025-01-06,43.07,43.19,44.85,42.32,90129.0,90129.0
2025-01-07,43.49,47.28,47.3,43.17,169689.0,169689.0
2025-01-08,47.36,47.39,47.95,45.25,127719.0,127719.0
2025-01-09,46.92,46.45,47.8,46.16,85577.0,85577.0
2025-01-10,46.02,43.66,46.58,43.66,94224.0,94224.0
2025-01-13,43.12,43.82,44.44,42.39,76259.0,76259.0
2025-01-14,44.0,47.19,47.29,43.33,121789.0,121789.0
2025-01-15,47.12,46.32,47.44,46.13,71813.0,71813.0
2025-01-16,46.95,48.55,49.45,46.4,189014.0,189014.0
2025-01-17,48.2,49.46,51.0,47.57,178500.0,178500.0
2025-01-20,49.36,49.16,50.21,48.83,119688.0,119688.0
2025-01-21,49.7,50.26,50.28,48.7,139945.0,139945.0
2025-01-22,49.74,50.44,51.8,49.6,161851.0,161851.0
2025-01-23,50.88,49.65,52.6,49.6,171788.0,171788.0
2025-01-24,49.61,51.12,51.65,49.61,144352.0,144352.0
2025-01-27,50.21,47.16,50.35,47.16,145562.0,145562.0
2025-02-05,47.01,47.15,47.61,44.81,119619.0,119619.0
2025-02-06,46.55,48.71,48.88,46.5,111569.0,111569.0
2025-02-07,47.9,48.62,49.78,47.48,156323.0,156323.0
2025-02-10,49.16,49.72,50.08,48.72,118149.0,118149.0
2025-02-11,49.57,49.2,50.15,48.85,113005.0,113005.0
2025-02-12,48.88,49.4,49.59,48.85,84444.0,84444.0
2025-02-13,49.2,48.88,50.47,48.62,149167.0,149167.0
2025-02-14,48.93,48.25,50.48,47.85,117009.0,117009.0
2025-02-17,48.56,50.26,50.82,48.38,181502.0,181502.0
2025-02-18,49.81,48.86,51.28,48.52,132522.0,132522.0
2025-02-19,48.6,49.99,50.2,48.01,114731.0,114731.0
2025-02-20,50.6,52.6,52.99,49.38,272117.0,272117.0
2025-02-21,52.35,52.63,53.48,51.35,223564.0,223564.0
2025-02-24,52.0,54.51,55.35,51.46,223603.0,223603.0
2025-02-25,53.0,52.9,53.83,52.0,164913.0,164913.0
2025-02-26,52.85,53.39,53.39,51.51,134186.0,134186.0
2025-02-27,53.77,51.44,53.99,50.38,139433.0,139433.0
2025-02-28,50.45,47.05,50.98,47.0,114743.0,114743.0
2025-03-03,47.57,47.49,48.12,46.39,66754.0,66754.0
2025-03-04,46.21,47.87,48.06,46.21,56649.0,56649.0
2025-03-05,48.21,48.15,48.75,47.55,51624.0,51624.0
2025-03-06,48.29,49.42,49.45,48.03,76211.0,76211.0
2025-03-07,49.01,47.89,49.29,47.69,69876.0,69876.0
2025-03-10,47.78,48.9,49.03,47.66,55283.0,55283.0
2025-03-11,47.88,48.17,48.44,47.75,45244.0,45244.0
2025-03-12,50.0,49.41,51.98,49.41,133434.0,133434.0
2025-03-13,50.29,48.16,50.6,47.55,84046.0,84046.0
2025-03-14,47.75,49.43,49.7,47.39,80765.0,80765.0
2025-03-17,49.77,50.92,51.45,49.75,108543.0,108543.0
2025-03-18,51.01,51.0,51.47,50.03,90599.0,90599.0
2025-03-19,50.99,49.12,50.99,48.92,76886.0,76886.0
2025-03-20,49.02,48.55,49.41,48.52,49552.0,49552.0
2025-03-21,48.46,47.27,48.79,47.26,60021.0,60021.0
2025-03-24,47.28,47.05,47.98,45.72,53045.0,53045.0
2025-03-25,47.65,47.41,48.8,47.35,54428.0,54428.0
2025-03-26,47.01,48.44,48.77,46.91,59145.0,59145.0
2025-03-27,47.5,47.95,48.43,46.7,59332.0,59332.0
2025-03-28,47.88,48.58,49.26,47.8,72591.0,72591.0
2025-03-31,47.4,46.4,47.88,45.32,81680.0,81680.0
2025-04-01,46.28,45.97,46.55,45.9,37508.0,37508.0
2025-04-02,46.4,46.23,47.11,46.08,37450.0,37450.0
2025-04-03,45.0,44.3,46.0,43.66,55622.0,55622.0
2025-04-07,39.99,35.44,41.23,35.44,87265.0,87265.0
2025-04-08,35.4,36.18,37.37,35.1,71310.0,71310.0
2025-04-09,35.8,36.92,37.41,33.43,74974.0,74974.0
2025-04-10,38.88,37.63,39.24,37.63,73305.0,73305.0
2025-04-11,37.31,38.41,39.01,37.0,66105.0,66105.0
2025-04-14,40.1,38.97,40.45,38.83,55626.0,55626.0
2025-04-15,38.97,39.06,39.29,38.53,33877.0,33877.0
2025-04-16,38.74,38.21,39.03,37.74,36607.0,36607.0
2025-04-17,38.14,37.91,38.73,37.83,28690.0,28690.0
2025-04-18,37.92,38.27,38.38,37.68,30867.0,30867.0
2025-04-21,38.85,39.22,39.35,38.37,40453.0,40453.0
2025-04-22,38.94,38.92,39.54,38.86,39271.0,39271.0
2025-04-23,39.24,40.11,40.29,39.11,65260.0,65260.0
2025-04-24,39.75,39.58,40.2,39.32,46471.0,46471.0
2025-04-25,40.0,39.91,40.48,39.46,54013.0,54013.0
2025-04-28,39.95,39.38,40.24,39.26,32305.0,32305.0
2025-04-29,39.38,39.78,40.08,39.2,30704.0,30704.0
2025-04-30,40.17,40.39,40.6,39.71,43319.0,43319.0
2025-05-06,40.64,41.85,41.98,40.62,51277.0,51277.0
2025-05-07,42.22,41.89,42.88,41.35,54547.0,54547.0
2025-05-08,41.72,43.28,43.36,41.72,77002.0,77002.0
2025-05-09,42.86,42.14,43.0,41.9,54366.0,54366.0
2025-05-12,42.8,42.61,42.9,42.15,40662.0,40662.0
2025-05-13,43.03,42.32,43.38,42.26,41661.0,41661.0
2025-05-14,42.45,42.13,43.25,42.0,47412.0,47412.0
2025-05-15,42.0,41.19,42.21,41.12,33642.0,33642.0
2025-05-16,41.12,41.19,41.88,41.07,27451.0,27451.0
2025-05-19,41.41,41.72,42.4,40.4,50875.0,50875.0
2025-05-20,41.51,41.54,41.8,41.18,30295.0,30295.0
2025-05-21,41.55,41.21,41.87,40.95,34302.0,34302.0
2025-05-22,40.9,40.65,41.5,40.5,30099.0,30099.0
2025-05-23,40.65,39.44,40.84,39.38,37018.0,37018.0
2025-05-26,39.44,40.2,40.38,39.44,32694.0,32694.0
2025-05-27,39.93,39.88,40.1,39.55,28831.0,28831.0
2025-05-28,40.02,39.79,40.3,39.47,23019.0,23019.0
2025-05-29,39.72,40.22,40.55,39.72,30949.0,30949.0
2025-05-30,39.99,39.61,40.35,39.5,30989.0,30989.0
2025-06-03,39.61,40.33,40.74,39.49,36286.0,36286.0
2025-06-04,41.5,41.19,41.73,40.84,53386.0,53386.0
2025-06-05,42.3,42.78,42.97,41.19,98893.0,98893.0
2025-06-06,42.38,43.99,44.2,42.21,108050.0,108050.0
2025-06-09,44.2,43.8,44.48,43.61,77479.0,77479.0
2025-06-10,43.57,42.99,43.78,42.47,61811.0,61811.0
2025-06-11,42.99,42.57,43.29,42.5,37857.0,37857.0
2025-06-12,42.57,43.57,44.38,42.43,88559.0,88559.0
2025-06-13,42.98,42.42,43.87,42.25,53759.0,53759.0
2025-06-16,42.2,43.88,44.35,42.2,79640.0,79640.0
2025-06-17,43.9,43.2,43.93,42.97,42798.0,42798.0
2025-06-18,42.78,43.99,44.17,42.4,73849.0,73849.0
2025-06-19,43.7,43.43,44.64,43.12,64653.0,64653.0
2025-06-20,43.23,42.85,43.78,42.33,45432.0,45432.0
2025-06-23,42.21,42.43,43.28,42.17,51513.0,51513.0
2025-06-24,42.86,43.54,43.59,42.76,62045.0,62045.0
2025-06-25,43.7,43.91,44.25,43.1,63426.0,63426.0
2025-06-26,44.08,43.75,44.75,43.65,83389.0,83389.0
2025-06-27,44.26,47.18,48.98,43.55,224015.0,224015.0
2025-06-30,47.02,47.11,47.38,46.2,134794.0,134794.0
2025-07-01,46.96,46.32,46.98,45.92,78162.0,78162.0
2025-07-02,46.21,45.09,46.22,44.89,62412.0,62412.0
2025-07-03,45.76,45.44,46.0,45.15,66968.0,66968.0
2025-07-04,45.18,44.53,45.45,44.44,65330.0,65330.0
2025-07-07,44.2,44.56,44.77,43.75,41710.0,41710.0
2025-07-08,44.3,46.64,47.0,44.28,132553.0,132553.0
2025-07-09,46.31,46.01,46.58,45.78,74375.0,74375.0
2025-07-10,46.0,46.27,46.78,45.5,76298.0,76298.0
2025-07-11,46.0,45.79,46.68,45.4,68178.0,68178.0
2025-07-14,45.54,45.8,46.08,45.38,42042.0,42042.0
2025-07-15,46.2,50.56,51.57,46.11,344240.0,344240.0
2025-07-16,50.33,49.24,50.66,48.68,165004.0,165004.0
2025-07-17,49.0,51.03,52.3,48.6,194572.0,194572.0
2025-07-18,50.68,50.65,51.99,49.92,146366.0,146366.0
2025-07-21,50.66,50.96,52.1,49.95,140884.0,140884.0
2025-07-22,50.53,50.9,52.99,50.52,180914.0,180914.0
2025-07-23,50.41,54.49,55.58,49.93,279837.0,279837.0
2025-07-24,54.48,53.67,54.85,53.03,162971.0,162971.0
2025-07-25,53.81,53.62,54.28,53.15,121525.0,121525.0
2025-07-28,53.54,55.07,55.49,53.12,182525.0,182525.0
2025-08-12,66.08,66.08,66.08,66.08,16982.0,16982.0
2025-08-13,79.3,79.3,79.3,75.0,281636.0,281636.0
2025-08-14,84.32,80.05,86.97,79.84,544068.0,544068.0
2025-08-15,78.01,82.0,83.25,75.01,444061.0,444061.0
