date,open,close,high,low,volume,volume.1
2025-01-02,15.77,15.33,15.89,15.22,10851.0,10851.0
2025-01-03,15.32,14.66,15.5,14.58,12752.0,12752.0
2025-01-06,14.68,14.88,14.95,14.4,8300.0,8300.0
2025-01-07,14.88,15.13,15.15,14.74,7423.0,7423.0
2025-01-08,15.08,14.94,15.27,14.62,10913.0,10913.0
2025-01-09,14.87,14.83,15.0,14.8,4985.0,4985.0
2025-01-10,14.75,14.48,14.93,14.48,7092.0,7092.0
2025-01-13,14.34,14.59,14.64,14.1,6243.0,6243.0
2025-01-14,14.6,14.99,15.02,14.6,8464.0,8464.0
2025-01-15,15.01,14.82,15.01,14.78,6151.0,6151.0
2025-01-16,15.2,14.84,15.2,14.66,6219.0,6219.0
2025-01-17,14.68,15.07,15.13,14.68,5848.0,5848.0
2025-01-20,15.04,15.32,15.45,14.95,9492.0,9492.0
2025-01-21,15.32,15.6,15.63,15.26,11372.0,11372.0
2025-01-22,15.46,15.46,15.69,15.35,8533.0,8533.0
2025-01-23,15.49,15.45,15.74,15.43,8975.0,8975.0
2025-01-24,15.45,15.45,15.55,15.31,7190.0,7190.0
2025-01-27,15.62,15.4,15.72,15.38,7301.0,7301.0
2025-02-05,15.43,15.39,15.59,15.26,6547.0,6547.0
2025-02-06,15.45,15.58,15.61,15.28,8554.0,8554.0
2025-02-07,15.68,15.57,15.72,15.48,11802.0,11802.0
2025-02-10,15.6,15.62,15.66,15.54,7255.0,7255.0
2025-02-11,15.58,15.67,15.69,15.43,12103.0,12103.0
2025-02-12,15.67,15.72,15.75,15.52,9604.0,9604.0
2025-02-13,15.78,15.51,15.78,15.51,10199.0,10199.0
2025-02-14,15.53,15.49,15.64,15.4,8469.0,8469.0
2025-02-17,15.56,15.6,15.65,15.4,7607.0,7607.0
2025-02-18,15.61,15.18,15.69,15.14,9685.0,9685.0
2025-02-19,15.28,15.47,15.49,15.21,6874.0,6874.0
2025-02-20,15.47,15.6,15.67,15.41,7525.0,7525.0
2025-02-21,15.68,15.67,15.75,15.4,10344.0,10344.0
2025-02-24,15.67,15.96,16.1,15.57,17245.0,17245.0
2025-02-25,15.95,16.61,16.62,15.71,31534.0,31534.0
2025-02-26,16.61,16.98,17.59,16.5,48835.0,48835.0
2025-02-27,16.98,16.66,16.99,16.35,23630.0,23630.0
2025-02-28,16.66,16.27,16.66,16.23,14942.0,14942.0
2025-03-03,16.33,16.28,16.57,16.16,11652.0,11652.0
2025-03-04,16.31,17.05,17.48,16.16,27797.0,27797.0
2025-03-05,17.99,17.66,19.24,17.33,71577.0,71577.0
2025-03-06,17.3,19.2,20.69,17.3,124016.0,124016.0
2025-03-07,18.4,18.41,19.25,18.2,67199.0,67199.0
2025-03-10,18.54,19.38,20.39,18.5,74753.0,74753.0
2025-03-11,19.13,19.66,19.98,18.97,53014.0,53014.0
2025-03-12,19.67,19.0,19.7,18.9,37638.0,37638.0
2025-03-13,18.88,18.9,19.12,18.3,33717.0,33717.0
2025-03-14,18.79,20.06,20.28,18.47,64581.0,64581.0
2025-03-17,19.9,20.0,20.2,19.55,32138.0,32138.0
2025-03-18,19.9,19.6,20.01,19.5,21003.0,21003.0
2025-03-19,19.6,19.13,19.75,19.05,21236.0,21236.0
2025-03-20,19.22,19.25,19.34,18.88,22602.0,22602.0
2025-03-21,19.26,19.48,20.12,19.24,33343.0,33343.0
2025-03-24,19.35,19.38,19.67,18.51,31133.0,31133.0
2025-03-25,19.47,19.23,19.8,19.01,23091.0,23091.0
2025-03-26,19.08,19.25,19.54,19.01,20549.0,20549.0
2025-03-27,19.25,23.1,23.1,19.15,152302.0,152302.0
2025-03-28,21.0,22.8,24.49,20.7,173461.0,173461.0
2025-03-31,22.62,21.04,23.48,20.53,127994.0,127994.0
2025-04-01,20.94,22.46,22.56,20.38,125706.0,125706.0
2025-04-02,21.85,21.62,21.85,20.98,86385.0,86385.0
2025-04-03,20.89,21.91,22.5,20.16,91853.0,91853.0
2025-04-07,20.5,18.06,21.4,17.53,81759.0,81759.0
2025-04-08,18.2,18.61,19.39,18.2,69929.0,69929.0
2025-04-09,17.96,18.98,19.26,16.72,62935.0,62935.0
2025-04-10,19.55,19.36,20.14,19.22,54738.0,54738.0
2025-04-11,19.71,19.75,20.22,19.11,40778.0,40778.0
2025-04-14,19.93,19.63,20.36,19.5,38547.0,38547.0
2025-04-15,19.58,19.83,19.96,19.32,38033.0,38033.0
2025-04-16,19.66,18.81,19.75,18.64,39172.0,39172.0
2025-04-17,19.0,22.57,22.57,18.61,80579.0,80579.0
2025-04-18,24.2,21.5,24.8,21.45,152822.0,152822.0
2025-04-21,21.67,21.5,21.98,21.0,98303.0,98303.0
2025-04-22,21.55,21.11,21.91,21.01,76434.0,76434.0
2025-04-23,21.2,22.58,22.85,20.97,127672.0,127672.0
2025-04-24,22.5,21.68,22.5,21.17,73755.0,73755.0
2025-04-25,21.68,21.01,21.9,20.88,46393.0,46393.0
2025-04-28,20.92,20.07,20.92,19.91,54899.0,54899.0
2025-04-29,20.33,20.02,20.73,19.96,37286.0,37286.0
2025-04-30,19.99,19.8,20.29,19.78,29061.0,29061.0
2025-05-06,20.0,20.56,20.7,20.0,32403.0,32403.0
2025-05-07,20.77,21.37,21.84,20.71,65170.0,65170.0
2025-05-08,21.37,21.44,21.57,20.86,44398.0,44398.0
2025-05-09,21.53,21.0,21.6,20.86,29444.0,29444.0
2025-05-12,21.2,21.14,21.47,20.95,24448.0,24448.0
2025-05-13,21.33,22.02,22.52,20.77,76081.0,76081.0
2025-05-14,21.66,21.69,22.28,21.55,51095.0,51095.0
2025-05-15,21.83,21.23,21.94,21.16,31632.0,31632.0
2025-05-16,21.06,21.32,21.47,21.01,24480.0,24480.0
2025-05-19,21.11,21.51,21.51,20.79,24969.0,24969.0
2025-05-20,21.45,22.49,22.97,21.2,71663.0,71663.0
2025-05-21,22.49,23.27,23.59,22.08,87713.0,87713.0
2025-05-22,23.01,22.22,23.45,22.1,58958.0,58958.0
2025-05-23,22.05,23.0,23.65,22.05,71715.0,71715.0
2025-05-26,23.1,22.88,23.48,22.5,49285.0,49285.0
2025-05-27,22.72,26.7,27.46,22.22,195721.0,195721.0
2025-05-28,26.7,25.11,29.0,24.9,205101.0,205101.0
2025-05-29,24.03,26.12,27.45,23.58,169782.0,169782.0
2025-05-30,25.88,24.16,25.88,23.85,119270.0,119270.0
2025-06-03,24.0,24.28,24.84,23.74,73073.0,73073.0
2025-06-04,24.57,23.52,24.57,23.38,75633.0,75633.0
2025-06-05,23.6,24.28,24.48,23.18,71144.0,71144.0
2025-06-06,24.0,26.32,27.18,23.71,131501.0,131501.0
2025-06-09,26.64,28.76,29.7,26.64,152013.0,152013.0
2025-06-10,28.65,26.83,29.0,26.59,145204.0,145204.0
2025-06-11,26.44,27.18,27.44,25.6,89852.0,89852.0
2025-06-12,26.8,29.6,31.78,26.18,181850.0,181850.0
2025-06-13,30.34,29.3,30.75,28.9,144206.0,144206.0
2025-06-16,28.7,28.6,29.0,27.53,103686.0,103686.0
2025-06-17,27.67,27.1,28.19,26.66,102998.0,102998.0
2025-06-18,26.4,25.0,27.11,24.44,126665.0,126665.0
2025-06-19,25.0,24.37,25.3,24.0,74944.0,74944.0
2025-06-20,24.4,23.8,24.55,23.61,47580.0,47580.0
2025-06-23,23.78,24.0,24.19,23.48,38758.0,38758.0
2025-06-24,23.99,23.91,24.53,23.62,58467.0,58467.0
2025-06-25,23.91,23.86,24.16,23.4,40605.0,40605.0
2025-06-26,23.92,23.8,24.45,23.65,41038.0,41038.0
2025-06-27,23.99,23.87,24.39,23.77,33911.0,33911.0
2025-06-30,23.8,24.27,24.47,23.8,39054.0,39054.0
2025-07-01,24.05,24.59,24.97,24.05,56052.0,56052.0
2025-07-02,24.38,23.75,24.66,23.7,43340.0,43340.0
2025-07-03,23.65,23.76,24.0,23.45,30993.0,30993.0
2025-07-04,23.77,23.84,24.65,23.42,37209.0,37209.0
2025-07-07,23.9,23.35,23.95,23.16,31045.0,31045.0
2025-07-08,23.25,23.21,23.37,22.96,28357.0,28357.0
2025-07-09,23.01,22.7,23.28,22.61,30673.0,30673.0
2025-07-10,22.72,22.47,22.79,22.22,32966.0,32966.0
2025-07-11,22.47,22.75,22.8,22.31,21273.0,21273.0
2025-07-14,22.66,22.91,22.96,22.59,15887.0,15887.0
2025-07-15,22.96,22.3,22.96,22.13,25937.0,25937.0
2025-07-16,22.54,22.49,22.82,22.38,16042.0,16042.0
2025-07-17,22.65,22.74,22.88,22.4,17718.0,17718.0
2025-07-18,22.83,22.86,23.12,22.61,21951.0,21951.0
2025-07-21,22.99,23.11,23.26,22.82,24217.0,24217.0
2025-07-22,23.09,22.89,23.11,22.77,19812.0,19812.0
2025-07-23,22.89,22.67,22.89,22.62,13284.0,13284.0
2025-07-24,22.56,22.77,22.86,22.52,12942.0,12942.0
2025-07-25,22.84,23.05,23.19,22.73,24320.0,24320.0
2025-07-28,23.06,23.04,23.15,22.95,14533.0,14533.0
2025-07-29,23.04,23.09,23.25,22.56,23334.0,23334.0
2025-07-30,23.04,24.44,24.65,22.97,76536.0,76536.0
2025-07-31,24.39,23.83,24.42,23.8,40139.0,40139.0
2025-08-01,23.83,24.05,24.3,23.64,23424.0,23424.0
