date,open,close,high,low,volume,volume.1
2025-01-02,19.18,18.52,19.35,18.33,59145.0,59145.0
2025-01-03,18.79,18.22,19.25,18.06,68131.0,68131.0
2025-01-06,18.12,17.86,18.49,17.6,88186.0,88186.0
2025-01-07,17.8,18.22,18.32,17.71,53975.0,53975.0
2025-01-08,18.17,17.82,18.21,17.31,58252.0,58252.0
2025-01-09,17.75,17.7,18.11,17.65,41915.0,41915.0
2025-01-10,17.81,17.12,17.94,17.1,43707.0,43707.0
2025-01-13,17.02,17.65,17.95,16.81,75497.0,75497.0
2025-01-14,17.69,18.5,18.52,17.63,73683.0,73683.0
2025-01-15,18.5,18.5,18.78,18.14,54286.0,54286.0
2025-01-16,18.53,18.87,19.19,18.53,58816.0,58816.0
2025-01-17,19.0,19.45,20.62,19.0,140710.0,140710.0
2025-01-20,19.5,19.64,19.9,19.18,89800.0,89800.0
2025-01-21,19.69,19.21,19.76,19.1,69616.0,69616.0
2025-01-22,21.12,20.85,21.47,20.35,203033.0,203033.0
2025-01-23,20.85,19.97,21.12,19.88,123494.0,123494.0
2025-01-24,19.82,20.42,20.52,19.72,75436.0,75436.0
2025-01-27,20.47,19.8,20.58,19.8,49446.0,49446.0
2025-02-05,19.88,19.85,20.29,19.74,51238.0,51238.0
2025-02-06,19.76,20.0,20.06,19.63,52644.0,52644.0
2025-02-07,20.0,20.47,20.92,19.94,81105.0,81105.0
2025-02-10,20.56,20.54,20.6,20.17,55848.0,55848.0
2025-02-11,20.56,20.74,21.17,20.34,94057.0,94057.0
2025-02-12,20.65,20.95,21.0,20.56,48125.0,48125.0
2025-02-13,20.95,20.28,21.01,20.23,60519.0,60519.0
2025-02-14,20.33,20.44,20.8,20.33,48996.0,48996.0
2025-02-17,20.58,22.03,22.06,20.32,153993.0,153993.0
2025-02-18,22.1,21.73,23.03,21.71,148477.0,148477.0
2025-02-19,21.71,22.35,22.4,21.6,73276.0,73276.0
2025-02-20,22.4,22.52,22.58,22.02,62686.0,62686.0
2025-02-21,22.9,23.9,24.29,22.74,231521.0,231521.0
2025-02-24,23.78,24.59,24.92,23.77,172564.0,172564.0
2025-02-25,24.4,25.75,26.21,24.0,179360.0,179360.0
2025-02-26,25.68,25.49,26.66,25.21,151403.0,151403.0
2025-02-27,25.5,25.65,26.06,24.95,112209.0,112209.0
2025-02-28,25.44,24.35,25.56,24.26,101267.0,101267.0
2025-03-03,24.5,26.15,26.77,24.45,178083.0,178083.0
2025-03-04,26.06,26.35,26.58,25.5,110603.0,110603.0
2025-03-05,26.36,26.8,27.25,26.28,104408.0,104408.0
2025-03-06,26.8,26.63,26.97,26.1,94473.0,94473.0
2025-03-07,26.54,26.5,26.57,25.9,71984.0,71984.0
2025-03-10,26.5,26.27,26.9,25.95,61045.0,61045.0
2025-03-11,25.99,27.18,27.25,25.49,103984.0,103984.0
2025-03-12,27.16,26.68,27.32,26.59,55641.0,55641.0
2025-03-13,26.63,26.5,26.77,25.66,63993.0,63993.0
2025-03-14,26.4,26.36,26.7,25.97,39825.0,39825.0
2025-03-17,26.43,26.25,27.11,26.1,54255.0,54255.0
2025-03-18,26.36,26.49,26.8,26.2,33694.0,33694.0
2025-03-19,26.6,26.15,26.62,26.0,34147.0,34147.0
2025-03-20,26.13,26.94,27.3,25.9,69309.0,69309.0
2025-03-21,26.82,28.76,30.28,26.82,204246.0,204246.0
2025-03-24,28.8,28.28,29.19,27.5,122126.0,122126.0
2025-03-25,27.99,26.45,28.26,26.3,102548.0,102548.0
2025-03-26,26.28,28.05,28.5,26.2,119911.0,119911.0
2025-03-27,27.96,27.31,28.0,27.14,63500.0,63500.0
2025-03-28,27.29,26.63,27.98,26.47,72210.0,72210.0
2025-03-31,26.57,26.35,26.95,26.04,54249.0,54249.0
2025-04-01,26.37,27.32,27.89,25.8,94989.0,94989.0
2025-04-02,27.32,27.9,28.15,27.15,49417.0,49417.0
2025-04-03,27.35,27.38,27.87,27.0,53996.0,53996.0
2025-04-07,25.73,23.12,26.7,22.3,129872.0,129872.0
2025-04-08,23.12,24.49,24.65,23.12,100606.0,100606.0
2025-04-09,24.01,25.14,25.55,23.33,87435.0,87435.0
2025-04-10,25.63,25.39,26.6,25.3,59779.0,59779.0
2025-04-11,25.15,25.9,26.49,25.15,53160.0,53160.0
2025-04-14,26.22,26.0,26.45,25.75,40969.0,40969.0
2025-04-15,25.89,25.74,26.32,25.44,33201.0,33201.0
2025-04-16,25.98,26.35,27.0,25.55,84968.0,84968.0
2025-04-17,26.08,27.58,28.2,26.08,109568.0,109568.0
2025-04-18,27.5,28.5,28.78,27.5,94001.0,94001.0
2025-04-21,28.15,28.86,29.12,27.64,70900.0,70900.0
2025-04-22,28.7,29.11,29.72,28.7,59282.0,59282.0
2025-04-23,29.12,29.69,29.9,28.93,75985.0,75985.0
2025-04-24,30.1,31.3,32.88,29.69,211758.0,211758.0
2025-04-25,30.5,30.58,31.12,30.19,124120.0,124120.0
2025-04-28,30.2,30.03,30.91,29.9,82050.0,82050.0
2025-04-29,29.75,29.5,30.2,29.36,74397.0,74397.0
2025-04-30,29.14,28.64,29.55,28.42,125151.0,125151.0
2025-05-06,28.8,30.12,30.17,28.7,135738.0,135738.0
2025-05-07,29.72,29.4,30.48,29.21,122853.0,122853.0
2025-05-08,29.21,29.5,29.87,29.02,74914.0,74914.0
2025-05-09,29.53,29.65,30.12,29.23,111688.0,111688.0
2025-05-12,29.7,29.45,30.12,29.32,97751.0,97751.0
2025-05-13,29.57,30.17,30.53,29.57,127705.0,127705.0
2025-05-14,29.51,30.49,30.92,29.51,135392.0,135392.0
2025-05-15,30.51,30.03,30.7,30.0,57098.0,57098.0
2025-05-16,29.97,29.3,30.27,29.2,88182.0,88182.0
2025-05-19,29.35,30.94,31.27,29.0,118579.0,118579.0
2025-05-20,31.01,31.27,31.55,30.6,91339.0,91339.0
2025-05-21,31.26,31.1,31.99,30.81,73565.0,73565.0
2025-05-22,31.07,30.6,31.35,30.58,54924.0,54924.0
2025-05-23,30.45,30.38,31.18,30.38,51867.0,51867.0
2025-05-26,30.29,30.05,30.53,29.78,42444.0,42444.0
2025-05-27,30.0,29.4,30.26,29.25,49200.0,49200.0
2025-05-28,29.38,30.88,31.0,29.38,93564.0,93564.0
2025-05-29,30.88,31.0,31.95,30.69,75877.0,75877.0
2025-05-30,31.0,31.1,31.69,30.81,59885.0,59885.0
2025-06-03,30.9,31.54,31.65,30.55,58653.0,58653.0
2025-06-04,31.54,32.4,32.55,31.3,92703.0,92703.0
2025-06-05,32.48,31.3,32.58,31.2,73772.0,73772.0
2025-06-06,31.22,30.87,31.38,30.55,44077.0,44077.0
2025-06-09,31.0,31.45,31.95,31.0,47901.0,47901.0
2025-06-10,31.55,30.87,31.56,30.55,49891.0,49891.0
2025-06-11,30.74,31.82,31.95,30.71,53439.0,53439.0
2025-06-12,31.85,32.3,32.89,31.29,59626.0,59626.0
2025-06-13,32.23,32.92,33.6,31.95,82420.0,82420.0
2025-06-16,33.45,35.48,36.23,33.0,203186.0,203186.0
2025-06-17,35.27,35.85,36.49,34.91,166643.0,166643.0
2025-06-18,35.48,36.78,37.25,35.25,149481.0,149481.0
2025-06-19,36.83,33.99,36.83,33.8,193221.0,193221.0
2025-06-20,33.87,33.67,34.97,33.5,104977.0,104977.0
2025-06-23,33.33,33.49,34.61,33.2,96223.0,96223.0
2025-06-24,33.54,33.56,34.05,33.35,74529.0,74529.0
2025-06-25,33.86,33.55,33.98,32.99,92047.0,92047.0
2025-06-26,33.4,33.01,33.86,32.9,109635.0,109635.0
2025-06-27,33.08,33.51,34.63,33.01,113537.0,113537.0
2025-06-30,33.85,35.82,35.98,33.74,156107.0,156107.0
2025-07-01,35.8,36.26,36.36,35.46,98920.0,98920.0
2025-07-02,36.75,35.37,36.9,34.8,103299.0,103299.0
2025-07-03,35.16,35.2,35.65,34.75,74624.0,74624.0
2025-07-04,35.2,35.33,36.15,34.93,89426.0,89426.0
2025-07-07,35.3,35.84,35.95,35.0,58883.0,58883.0
2025-07-08,35.92,37.48,37.96,35.61,146424.0,146424.0
2025-07-09,37.55,37.07,38.92,36.7,134231.0,134231.0
