date,open,close,high,low,volume,volume.1
2025-01-02,127.95,128.5,132.68,125.6,16985.0,16985.0
2025-01-03,128.0,125.86,131.87,125.25,18917.0,18917.0
2025-01-06,125.91,118.35,127.0,117.3,20427.0,20427.0
2025-01-07,117.6,120.01,120.27,115.8,15505.0,15505.0
2025-01-08,119.42,119.1,120.99,113.69,17134.0,17134.0
2025-01-09,118.0,118.8,123.85,118.0,14387.0,14387.0
2025-01-10,118.81,116.3,123.5,116.07,11921.0,11921.0
2025-01-13,114.1,117.03,119.28,113.2,9478.0,9478.0
2025-01-14,116.57,123.18,123.5,115.96,15915.0,15915.0
2025-01-15,122.66,127.08,130.5,120.5,20471.0,20471.0
2025-01-16,128.85,127.43,128.99,124.51,15421.0,15421.0
2025-01-17,124.8,146.6,150.5,122.5,55223.0,55223.0
2025-01-20,148.26,138.54,148.26,137.05,36341.0,36341.0
2025-01-21,139.58,140.35,145.06,136.01,49592.0,49592.0
2025-01-22,140.0,140.2,143.0,138.5,21156.0,21156.0
2025-01-23,141.19,137.5,143.8,137.0,22817.0,22817.0
2025-01-24,137.5,138.31,139.3,136.5,13191.0,13191.0
2025-01-27,138.56,136.7,140.0,134.7,18504.0,18504.0
2025-02-05,137.99,135.79,139.36,134.15,16588.0,16588.0
2025-02-06,135.02,144.0,146.21,134.19,34925.0,34925.0
2025-02-07,142.99,149.37,159.85,142.33,52025.0,52025.0
2025-02-10,149.6,153.31,157.31,148.03,41445.0,41445.0
2025-02-11,156.87,155.44,157.83,149.11,26189.0,26189.0
2025-02-12,153.01,164.6,171.19,150.15,49268.0,49268.0
2025-02-13,163.18,168.0,173.56,161.0,45361.0,45361.0
2025-02-14,167.49,170.69,171.03,162.24,34446.0,34446.0
2025-02-17,170.29,168.0,170.8,161.92,24527.0,24527.0
2025-02-18,166.85,160.86,168.88,159.0,30055.0,30055.0
2025-02-19,160.0,170.45,171.23,158.5,33698.0,33698.0
